OBJECTID	UIDIS05	UIDIS06	MPDDIS05	MPDDIS06	VACANTPERCENT	STATE_FIPS	TRACT	BLKGRP	POP2000	POP2004	POP00_SQMI	POP04_SQMI	WHITE	BLACK	ASIAN	HISPANIC	AGE_UNDER5	AGE_5_17	AGE_18_21	AGE_22_29	AGE_30_39	AGE_40_49	AGE_50_64	AGE_65_UP	VACANT	SQMI	SHAPE_LENG	SHAPE_AREA	STFID	PSA	UNEMPL	POV	SAMEHOUSE	PROFMAN	MALE	FEMALE	YOUNGPOP	YOUNGUNEMP	CONCDIS	RESSTAB	PROSOCIAL	METRO_BG	PUBHOUSPT	REC_BG	OFFPREM_BG	ONPREM_BG	STORE_BG	NIGHT_BG	TAVERN_BG	REST_BG	PHYSDIS0506	PHYSDIS0203	AVGDV	SCH_BG	AVGMPDDIS	AVGUIDISOR	AVGADW0506	AVGADW0001	RESIDENTIALCOUNT	RETAILCOUNT	MOTELHOTELCOUNT	RECREATIONCOUNT	VACANTCOUNT	METRODUMMY	PUBHOUSINGDUMMY	COMRETAILPERCENT	RATE18_29	ADWWEEKEND	ADWNIGHTS	ADWWEEKNIGHT	INVMILEDIST	STREETLIGHTDENSI	OFF_SQMI	ON_SQMI	NIGHT_SQMI	TAVERN_SQMI	STORE_SQMI	REST_SQMI	STLIGHT_SQMI	BUSSTOP_SQMI	PROSO_SQMI	HOMLESS_SQMI	DVWEEKEND	DVENDNIGHT	DVWEEKNIGHT	UIWEEKNIGH	UIENDNIGHT	UIWEEKEND	MPDWEEKNIG	MPDWENDNIG	MPDWEEKEND	NO_SINGLES	NOTALLOWS_SQMI	ALLOWS_SQMI	PCTNOTALLOW	ARR_0506	ADW05	ADW06	ADW00	ADW01	DV05	DV06
379	35	25	113	76	.0373831775700935	11	006802	1	789	746	19725	18650	65	698	0	14	54	119	34	81	137	123	125	116	47	.04	1565.60604367	104932.394229	110010068021	0	15.69	19.46	68.14	8.52	44.61	55.39	21.93	0	.28	.75	0	0	0	0	0	0	0	0	0	0	70	220	10	0	94	30	4	3	296	1	0	1	12	0	0	.00623052959501558	.14575411913815	1.5	.5	1	415.36942330283	2225	0	0	0	0	0	0	2225	125	0	0	4	2	2	11	6	16	67	189	47	0	0	0	0	54	3	3	1	5	11	8
380	176	91	109	86	.0774193548387097	11	007601	3	539	535	13475	13375	16	518	1	2	24	73	19	49	86	98	129	61	50	.04	1539.89865895	94211.9877435	110010076013	0	23.89	22.69	44.86	9.57	45.27	54.73	18	0	.58	-.35	0	0	0	0	0	0	0	0	0	0	58	106	40	0	98	134	2	4	136	0	0	0	12	0	0	0	.126159554730983	.5	.5	1	253.648166327915	1525	0	0	0	0	0	0	1525	50	0	0	8	5	10	66	16	48	61	195	28	0	0	0	0	53	3	8	1	6	47	33
381	181	212	343	372	.125776397515528	11	007605	7	3721	3317	20672.2	18427.8	48	3591	16	30	229	646	178	465	553	571	700	379	132	.18	3673.00004967	453746.691243	110010076057	0	9.05	16.89	58.34	7.05	45.18	54.82	23.52	0	.18	-.22	4	0	0	0	0	0	0	0	0	0	167	361	89	1	358	196	16	20	551	2	0	1	81	0	0	.0062111801242236	.172803009943564	5	3.5	4.5	199.637687843838	1205.55555555556	0	0	0	0	0	0	1205.55555555556	50	22.2222222222222	5.55555555555556	18	8	20	77	59	101	204	715	168	0	0	0	0	289	11	14	17	24	97	81
382	101	98	184	170	.12303664921466	11	007503	3	840	1136	7636.4	10327.3	14	813	0	8	52	195	46	78	110	135	131	93	55	.11	2568.66716456	278533.106958	110010075033	0	16.36	20.49	72.12	7.82	42.02	57.98	29.4	8.62	.58	.59	12	0	0	0	4	1	4	0	0	0	159	269	26	2	177	100	10	18	236	38	1	0	47	0	0	.143979057591623	.147619047619048	2.5	1.5	2.5	536.283708078741	1645.45454545455	36.3636363636364	9.09090909090909	0	0	36.3636363636364	0	1645.45454545455	109.090909090909	109.090909090909	45.4545454545455	7	4	6	43	27	56	89	354	80	0	0	36.3636363636364	0	299	8	17	18	17	25	28
383	52	43	163	129	.183098591549296	11	007504	3	542	774	18066.7	25800	11	512	11	2	46	106	28	58	75	82	89	58	97	.03	1433.48555649	80079.5658465	110010075043	0	24.63	15.95	55.93	23.53	45.76	54.24	28.04	0	.83	-.03	1	0	0	0	1	0	1	0	0	0	72	129	24	0	146	48	6	8	103	3	0	0	26	0	0	.028169014084507	.158671586715867	1	.5	2	412.155313502891	1666.66666666667	33.3333333333333	0	0	0	33.3333333333333	0	1666.66666666667	166.666666666667	33.3333333333333	0	8	4	4	23	13	19	78	292	62	0	0	33.3333333333333	0	114	5	7	6	9	30	19
384	147	129	308	302	.352402745995423	11	007504	2	1816	2403	6485.7	8582.1	10	1784	2	19	215	469	107	201	269	238	196	121	201	.28	4137.81386698	716456.491557	110010075042	0	18.08	44.84	45.06	6.48	46.26	53.74	37.67	0	1.33	-.85	5	0	0	1	1	0	1	0	0	0	169	416	90	1	305	138	23	30	270	1	0	0	154	0	0	.0022883295194508	.169603524229075	4.5	2.5	2	177.930496345555	496.428571428571	3.57142857142857	0	0	0	3.57142857142857	0	496.428571428571	78.5714285714286	17.8571428571429	0	20	12	14	44	58	84	127	610	159	0	0	3.57142857142857	0	465	25	26	33	27	96	84
385	131	130	288	403	.141509433962264	11	007503	2	1675	1594	18611.1	17711.1	14	1632	5	18	213	481	82	194	226	166	185	128	54	.09	1913.41832438	221235.640162	110010075032	0	28.07	46.01	66.9	5.99	42.93	57.07	41.43	0	1.83	.07	1	0	0	0	1	0	1	0	0	0	153	373	66	0	346	130	12	30	263	1	0	1	45	0	0	.00314465408805031	.164776119402985	2	1.5	3.5	303.516813119702	1444.44444444444	11.1111111111111	0	0	0	11.1111111111111	0	1444.44444444444	55.5555555555556	11.1111111111111	0	12	6	12	47	35	59	151	691	178	0	0	11.1111111111111	0	254	11	15	24	37	77	56
386	38	46	50	58	.27719298245614	11	007407	1	739	671	5684.6	5161.5	10	724	1	3	63	159	41	70	107	89	125	85	42	.13	2721.28824836	340100.11973	110010074071	0	11.76	25.85	69.42	5.26	46.01	53.99	30.04	0	.57	.21	3	0	0	0	0	0	0	0	0	0	108	198	14	2	54	42	4	8	181	0	0	3	79	0	0	0	.15020297699594	.5	.5	.5	135.16819108943	907.692307692308	0	0	0	0	0	0	907.692307692308	53.8461538461538	23.0769230769231	0	2	1	2	16	10	20	31	108	26	0	0	0	0	153	9	7	7	10	20	8
387	98	125	271	228	.38961038961039	11	007404	1	457	414	3264.3	2957.1	5	452	0	0	15	83	26	28	65	97	99	44	330	.14	2690.44303534	353799.685196	110010074041	0	35.12	25.31	68.59	0	41.79	58.21	21.44	0	.87	-.13	4	0	0	1	0	0	0	0	0	0	47	60	42	1	250	112	13	5	28	0	0	1	30	0	0	0	.118161925601751	2.5	1	3	132.847916374446	571.428571428571	0	0	0	0	0	0	571.428571428571	57.1428571428571	28.5714285714286	0	8	4	10	40	22	49	128	499	142	0	0	0	0	217	8	13	7	3	33	51
388	100	169	231	238	.21505376344086	11	007404	2	2857	2970	16805.9	17470.6	17	2815	0	30	386	1120	180	363	335	251	156	66	95	.17	3844.4130387	473042.639432	110010074042	0	53.63	69.92	75.25	2.18	41.62	58.38	52.71	0	3.03	-.15	3	0	0	0	0	0	0	0	0	0	78	288	76	1	234	134	19	43	108	0	0	0	40	0	0	0	.190059502975149	5	3	4.5	121.944646289406	605.882352941176	0	0	0	0	0	0	605.882352941176	152.941176470588	17.6470588235294	5.88235294117647	24	12	14	64	37	56	120	469	111	0	0	0	0	245	28	24	52	34	71	80
389	173	267	348	303	.00613496932515337	11	007409	2	2494	2535	20783.3	21125	9	2447	1	26	346	692	156	384	348	242	176	150	48	.12	2532.32084651	313520.445473	110010074092	0	22.04	45.45	46.53	11.24	42.66	57.34	41.62	0	1.67	-.89	0	0	0	0	2	0	2	0	0	0	86	265	107	0	326	220	28	30	309	2	0	1	2	0	0	.00613496932515337	.216519647153168	5.5	2.5	5	116.680406525896	733.333333333333	16.6666666666667	0	0	0	16.6666666666667	0	733.333333333333	116.666666666667	0	8.33333333333333	27	14	22	84	60	98	142	651	177	0	0	16.6666666666667	0	341	22	24	35	26	88	126
390	107	97	120	134	.16260162601626	11	007603	4	1308	1265	10900	10541.7	154	1099	13	31	83	184	55	214	213	156	213	190	42	.12	2255.16738281	302582.201785	110010076034	0	12.43	20.82	52.66	3.87	44.11	55.89	20.41	14.13	.18	-.5	0	0	0	0	0	0	0	0	0	0	66	120	37	0	127	102	4	3	98	0	0	0	20	0	0	0	.20565749235474	.5	.5	1.5	173.263833486849	841.666666666667	0	0	0	0	0	0	841.666666666667	50	0	0	7	3	6	28	27	54	46	254	65	0	0	0	0	97	5	6	4	2	46	28
391	169	203	484	396	.124497991967871	11	007408	1	2166	2221	15471.4	15864.3	3	2146	0	10	277	621	126	238	315	245	213	131	267	.14	3911.23664363	382389.813953	110010074081	0	21.79	52.03	38.74	7.75	42.2	57.8	41.46	0	1.58	-1.15	7	0	0	0	0	0	0	0	0	0	120	289	102	1	440	186	28	42	177	0	0	0	31	0	0	0	.168051708217913	6.5	5	5.5	157.388345756955	957.142857142857	0	0	0	0	0	0	957.142857142857	100	50	7.14285714285714	32	20	20	66	72	108	188	880	225	0	0	0	0	532	25	27	43	40	107	98
392	112	99	135	149	.0555555555555556	11	007502	2	1480	1483	18500	18537.5	20	1438	1	4	141	348	82	180	192	190	194	153	82	.08	2344.92990577	216127.556238	110010075022	0	8.62	45.96	41.3	8.76	41.89	58.11	33.04	7.14	1.09	-.92	1	0	1	0	2	0	2	0	0	0	80	225	56	0	142	106	15	26	209	1	0	0	13	0	1	.00427350427350427	.177027027027027	4.5	2	2.5	265.697559739713	1012.5	25	0	0	0	25	0	1012.5	75	12.5	0	22	12	8	41	32	48	66	284	73	0	0	25	0	586	12	13	22	31	62	49
393	197	229	373	430	.0147058823529412	11	007403	1	2308	2266	17753.8	17430.8	10	2262	1	14	242	586	178	328	308	309	223	134	178	.13	3174.07092871	326106.024378	110010074031	0	15.98	28.08	38.32	7.3	42.37	57.63	35.88	13.82	1	-1.12	1	0	0	0	2	0	2	0	0	0	110	194	74	0	402	213	22	19	194	6	0	0	3	0	0	.0294117647058824	.219237435008666	5	3	3.5	201.445261951584	823.076923076923	15.3846153846154	0	0	0	15.3846153846154	0	823.076923076923	107.692307692308	7.69230769230769	0	12	7	10	76	60	112	204	803	204	0	0	15.3846153846154	0	363	22	26	19	19	78	70
394	45	56	96	82	.0324324324324324	11	007409	1	950	921	31666.7	30700	0	943	0	7	71	218	52	105	161	143	105	95	22	.03	1299.44350314	84225.0741805	110010074091	0	25.34	31.53	57.97	8.39	42.32	57.68	30.42	0	1.13	-.1	0	0	0	0	0	0	0	0	0	0	44	143	12	0	89	50	4	6	179	0	0	0	6	0	0	0	.165263157894737	.5	.5	2	299.949184666047	1600	0	0	0	0	0	0	1600	166.666666666667	0	0	2	0	4	28	17	24	56	178	40	0	0	0	0	108	2	1	4	9	13	12
395	50	81	209	265	.201357466063348	11	007803	4	1136	1041	14200	13012.5	9	1120	1	9	81	208	50	107	160	201	187	142	153	.08	1992.81717301	201150.446696	110010078034	0	14.91	23.53	63.57	2.7	46.92	53.08	25.44	0	.34	.11	5	0	0	0	1	0	1	0	0	0	148	233	31	1	237	66	11	8	337	4	0	0	89	0	0	.0113122171945701	.138204225352113	2.5	.5	1.5	216.363490818117	1950	12.5	0	0	0	12.5	0	1950	25	62.5	0	8	4	6	19	17	24	128	474	144	0	0	12.5	0	173	10	10	5	11	26	36
396	21	34	47	43	.0684931506849315	11	007803	2	630	565	12600	11300	10	608	0	9	36	98	36	61	82	85	121	111	39	.05	1524.22221313	137964.560245	110010078032	0	10.67	34.97	48.6	3.48	44.76	55.24	21.27	0	.71	.24	2	0	0	0	0	0	0	0	0	0	98	160	16	0	45	28	2	5	240	0	0	0	20	0	0	0	.153968253968254	0	0	.5	178.704746622216	2100	0	0	0	0	0	0	2100	0	40	0	4	4	4	3	14	24	14	90	30	0	0	0	0	36	3	3	6	4	21	12
397	95	123	219	250	.106109324758842	11	007803	3	616	578	8800	8257.1	3	601	4	0	32	114	30	43	76	95	107	119	24	.07	1725.459391	181542.001793	110010078033	0	9.43	22.2	87.42	0	46.27	53.73	23.7	0	.39	1.5	4	1	0	0	0	0	0	0	0	0	92	115	30	1	234	109	4	4	235	4	0	0	33	1	0	.0128617363344051	.118506493506494	1	.5	1.5	203.770078707408	2057.14285714286	0	0	0	0	0	0	2057.14285714286	57.1428571428571	57.1428571428571	0	6	2	6	41	17	50	120	469	94	0	0	0	0	168	8	2	6	3	24	35
398	103	94	249	258	.101063829787234	11	009603	1	1541	1385	15410	13850	9	1506	2	19	90	241	62	133	219	241	277	278	74	.1	2275.28594024	262192.094036	110010096031	0	15.08	20.14	48.45	9.36	40.95	59.05	21.48	0	.37	-.65	1	0	0	0	1	0	1	0	0	0	69	126	76	1	254	98	9	6	159	4	0	0	19	0	0	.0212765957446809	.126541207008436	2.5	1	3	192.556343194763	920	10	0	0	0	10	0	920	100	10	0	16	6	15	24	27	57	100	507	120	0	0	10	0	553	5	11	5	8	80	72
399	110	119	444	671	.0821256038647343	11	009906	1	1550	1639	15500	16390	10	1516	3	12	101	298	83	134	225	263	240	206	197	.1	2139.29741394	247946.434237	110010099061	0	25.41	31.79	53.98	1.69	43.23	56.77	25.74	0	.87	-.27	2	0	0	0	1	0	1	0	0	0	136	233	62	1	558	114	20	21	365	3	0	0	34	0	0	.0072463768115942	.14	5.5	2.5	5	252.911783097343	1270	10	0	0	0	10	0	1270	110	20	10	18	9	12	51	19	39	280	1115	270	0	0	10	0	322	22	20	16	26	65	60
400	103	68	134	133	.0404411764705882	11	007703	1	891	805	6364.3	5750	17	818	1	73	61	146	37	61	124	149	153	160	46	.14	2981.07517048	366523.551505	110010077031	0	3.34	16.25	71.62	4.26	41.3	58.7	23.23	0	-.06	.57	4	0	0	1	1	0	1	0	0	0	81	104	27	1	134	86	4	8	256	1	0	0	11	0	0	.00367647058823529	.109988776655443	0	0	1.5	158.841997133635	471.428571428571	7.14285714285714	0	0	0	7.14285714285714	0	471.428571428571	57.1428571428571	28.5714285714286	0	8	4	6	26	25	40	63	267	67	0	0	7.14285714285714	0	60	8	3	6	11	39	15
401	62	48	73	69	.0439276485788114	11	007703	2	705	662	5875	5516.7	3	690	1	6	49	143	42	79	85	111	101	95	45	.12	3126.98345561	303870.40533	110010077032	0	10.22	15.97	59.21	8.19	43.97	56.03	27.23	0	.3	.15	0	0	41	0	0	0	0	0	0	0	100	151	40	0	71	55	6	8	293	0	0	1	17	0	1	0	.171631205673759	2	1	1	149.16428975309	591.666666666667	0	0	0	0	0	0	591.666666666667	83.3333333333333	0	0	11	5	7	23	7	20	22	142	39	0	0	0	0	126	4	1	10	7	43	38
402	110	79	198	253	.0204724409448819	11	009902	2	1802	1727	16381.8	15700	27	1742	2	21	77	336	72	127	253	277	318	342	66	.11	2120.09845682	282896.265272	110010099022	0	10.79	8.18	72.52	3.12	45.17	54.83	22.92	6.76	-.1	1.17	1	0	0	1	1	0	1	0	0	0	111	202	44	0	226	94	7	13	617	3	0	0	13	0	0	.0047244094488189	.110432852386238	2.5	1	1.5	150.047315945387	1636.36363636364	9.09090909090909	0	0	0	9.09090909090909	0	1636.36363636364	72.7272727272727	9.09090909090909	0	12	6	6	34	14	32	105	451	101	0	0	9.09090909090909	0	79	6	5	12	14	41	48
403	131	104	290	291	.167471819645733	11	007604	5	1577	1537	4928.1	4803.1	86	1457	8	10	76	242	56	104	234	266	336	263	19	.32	5181.04566132	818096.80441	110010076045	0	3.85	10.18	73.95	6.58	45.28	54.72	20.16	0	-.16	.89	6	0	0	0	3	1	3	1	0	0	109	274	54	1	290	118	8	12	432	19	0	1	104	0	0	.0305958132045089	.10145846544071	1.5	1	2.5	160.662906132122	1134.375	9.375	3.125	3.125	0	9.375	0	1134.375	112.5	18.75	0	10	5	9	46	34	56	133	581	130	0	0	9.375	0	264	13	13	5	19	64	44
404	54	62	142	141	.0123927550047664	11	007603	1	1465	1480	18312.5	18500	24	1398	8	13	87	213	42	167	235	268	297	156	63	.08	2155.22241403	211512.916739	110010076031	0	9.15	17.46	53.37	6.37	39.8	60.2	20.48	0	.3	.04	1	0	0	0	2	0	2	0	0	0	60	141	39	0	142	58	6	6	1023	1	0	0	13	0	0	.000953288846520496	.142662116040956	1	1	2.5	290.730077496795	1075	25	0	0	0	25	0	1075	137.5	12.5	0	6	4	7	17	10	20	85	283	54	0	0	25	0	73	6	3	7	4	39	39
405	37	18	24	32	.175480769230769	11	007603	3	725	682	4833.3	4546.7	54	658	0	6	22	120	22	30	78	109	160	184	9	.15	2659.72379248	385568.504393	110010076033	0	8.53	10.19	76.25	9.33	46.07	53.93	19.59	0	-.34	1.58	1	0	0	0	0	0	0	0	0	0	97	165	7	0	28	28	1	1	329	0	0	0	73	0	0	0	.0717241379310345	.5	.5	0	111.27859642385	1446.66666666667	0	0	0	0	0	0	1446.66666666667	53.3333333333333	6.66666666666667	0	0	0	1	6	7	15	6	56	12	0	0	0	0	50	1	2	2	0	1	13
406	34	35	71	82	.0136186770428016	11	009604	4	1232	1173	9476.9	9023.1	9	1207	1	14	68	164	43	99	180	176	234	268	32	.13	3163.28330066	343112.050124	110010096044	0	12.67	18.54	70.2	2.2	43.51	56.49	18.83	0	.12	.76	1	0	0	0	0	0	0	0	0	0	104	137	18	0	76	34	6	4	506	0	0	0	7	0	0	0	.11525974025974	1	0	.5	211.954072070809	1123.07692307692	0	0	0	0	0	0	1123.07692307692	69.2307692307692	7.69230769230769	0	6	1	4	15	10	19	40	153	43	0	0	0	0	72	6	6	2	7	22	13
407	46	26	172	209	.00793650793650794	11	009604	5	750	717	9375	8962.5	4	733	0	3	29	101	37	43	91	117	140	192	25	.08	2269.81720644	205460.020059	110010096045	0	9.31	9.49	66.57	2.28	42.27	57.73	17.33	25	-.12	1.11	2	0	0	0	2	1	2	0	0	1	105	118	25	1	190	36	2	4	358	3	0	0	3	0	0	.0132275132275132	.106666666666667	1	.5	1	736.521943565187	1150	25	12.5	0	0	25	12.5	1150	75	25	0	10	5	4	15	13	19	117	381	101	0	0	25	0	111	5	3	2	6	29	21
408	74	49	195	166	.0260869565217391	11	009603	3	981	928	14014.3	13257.1	4	961	1	2	57	132	34	78	153	149	150	228	65	.07	2000.74903578	181182.208499	110010096033	0	15.54	25.76	58.9	3.86	41.9	58.1	19.27	0	.63	-.25	0	0	0	0	4	0	4	0	0	0	78	186	46	0	180	62	16	16	209	9	0	0	6	0	0	.0434782608695652	.114169215086646	2	1.5	3	515.29893103456	1642.85714285714	57.1428571428571	0	0	0	57.1428571428571	0	1642.85714285714	57.1428571428571	0	0	13	7	8	25	12	20	86	361	85	0	0	57.1428571428571	0	481	16	15	15	17	56	36
409	87	100	393	439	.00323624595469256	11	009603	2	708	652	10114.3	9314.3	0	691	6	8	26	131	26	40	88	116	118	163	16	.07	1926.23809352	195874.137258	110010096032	0	10.69	15.05	68.33	9.65	42.66	57.34	22.18	0	.02	1.12	2	0	0	0	2	0	2	0	0	0	97	132	32	0	416	94	4	6	287	9	0	0	1	0	0	.0420711974110032	.0932203389830508	.5	.5	.5	450.395818536194	2014.28571428571	28.5714285714286	0	0	0	28.5714285714286	0	2014.28571428571	85.7142857142857	28.5714285714286	14.2857142857143	10	4	7	40	20	47	132	832	213	1	14.2857142857143	14.2857142857143	50	165	4	6	10	3	23	41
410	33	65	96	174	.0666666666666667	11	007708	1	1378	1443	27560	28860	2	1363	1	2	144	337	91	153	195	172	188	98	24	.05	1579.36313325	128920.346021	110010077081	0	7.74	23.56	44.2	3.14	41.8	58.2	34.91	0	.9	-.9	1	0	0	0	0	0	0	0	0	0	51	169	36	0	135	49	8	14	154	0	0	0	11	0	0	0	.177068214804064	2	1	2	207.114377946494	1540	0	0	0	0	0	0	1540	40	20	0	10	4	6	24	16	28	55	270	81	0	0	0	0	127	4	5	16	13	40	31
411	225	200	332	283	.0731707317073171	11	007703	3	3019	2962	23223.1	22784.6	19	2931	5	25	335	830	175	392	418	373	313	183	100	.13	2679.93933741	340836.952341	110010077033	0	22.96	40.77	54.92	5.45	43.06	56.94	38.59	11.89	1.42	-.76	2	0	155	0	0	0	0	0	0	0	103	283	154	2	308	212	28	50	145	0	0	0	12	0	1	0	.187810533289169	5.5	3.5	5.5	158.020456288268	1023.07692307692	0	0	0	0	0	0	1023.07692307692	138.461538461538	15.3846153846154	0	33	16	27	78	64	97	151	615	153	0	0	0	0	302	30	32	53	47	175	138
412	176	173	298	318	.0277008310249307	11	009907	2	3037	2764	16872.2	15355.6	23	2990	2	25	336	863	171	333	387	345	305	297	145	.18	3177.05670607	466906.12786	110010099072	0	25.08	42.5	75.68	9.1	42.77	57.23	39.48	4.85	1.53	.25	0	0	117	0	2	0	2	0	0	0	126	305	96	0	308	174	26	30	346	2	0	0	10	0	1	.00554016620498615	.165953243332236	5.5	3	10	166.423767277522	855.555555555556	11.1111111111111	0	0	0	11.1111111111111	0	855.555555555556	94.4444444444444	0	0	30	19	17	66	48	69	136	616	159	0	0	11.1111111111111	0	276	25	21	31	28	92	99
413	57	54	80	63	.104046242774566	11	009901	5	997	971	1608.1	1566.1	41	933	0	14	25	106	23	68	95	159	243	278	26	.62	6070.249844	1593790.27373	110010099015	0	4.16	5.47	66.33	6.72	44.23	55.77	13.14	0	-.47	1.23	2	0	0	0	0	0	0	0	0	0	81	102	14	1	72	56	0	4	444	0	0	1	54	0	0	0	.0912738214643932	0	0	.5	127.662550999032	411.290322580645	0	0	0	0	0	0	411.290322580645	9.67741935483871	3.2258064516129	0	3	2	2	24	12	23	31	143	43	0	0	0	0	70	5	1	2	6	19	10
414	35	28	30	49	.094	11	009902	1	1191	1144	3053.8	2933.3	27	1143	0	8	60	191	43	89	142	188	207	271	24	.39	5817.6935482	1011576.39919	110010099021	0	22.7	19.67	67.21	3.2	42.99	57.01	21.07	0	.48	1.04	5	0	0	0	0	0	0	0	0	0	82	197	18	1	40	32	6	6	430	2	0	1	47	0	0	.004	.110831234256927	2	1.5	1	108.460554097953	507.692307692308	0	0	0	0	0	0	507.692307692308	25.6410256410256	12.8205128205128	0	7	4	3	6	6	13	22	79	25	0	0	0	0	142	4	4	3	8	16	21
415	47	38	30	19	.00936768149882904	11	007707	3	899	861	8990	8610	6	884	0	2	38	113	22	67	88	160	144	267	18	.1	2201.82181351	259924.855653	110010077073	0	8.6	9.15	76.71	9.41	43.49	56.51	16.8	0	-.02	1.51	3	0	0	1	0	0	0	0	0	0	75	172	8	0	24	42	1	2	416	0	0	1	4	0	0	0	.0989988876529477	.5	.5	.5	122.552998689865	1730	0	0	0	0	0	0	1730	10	30	0	3	2	2	25	7	18	5	49	18	0	0	0	0	32	1	2	2	3	10	5
416	58	51	28	32	.0574712643678161	11	007707	2	564	511	7050	6387.5	7	549	0	0	21	77	31	49	70	94	97	125	6	.08	2110.23882689	206462.775187	110010077072	0	8.24	10.31	73.39	2.56	45.04	54.96	17.38	0	-.21	1.37	2	0	0	0	3	0	3	0	0	0	67	117	12	1	30	54	4	2	230	7	0	0	15	0	0	.0268199233716475	.141843971631206	.5	.5	1	157.836530846338	1287.5	37.5	0	0	0	37.5	0	1287.5	62.5	25	0	4	2	3	30	11	20	18	60	8	0	0	37.5	0	28	1	4	4	0	14	10
417	15	9	10	13	.0916030534351145	11	009901	4	550	517	5500	5170	31	505	0	5	22	55	15	40	78	73	139	128	15	.1	2415.55870092	248212.912088	110010099014	0	4.15	5.5	63.06	1.81	45.45	54.55	14	0	-.44	1	0	0	0	0	1	0	1	0	0	0	36	69	1	0	12	12	2	1	219	2	0	0	24	0	0	.00763358778625954	.1	0	0	.5	244.605528819926	810	10	0	0	0	10	0	810	20	0	0	0	0	0	4	7	10	2	23	8	0	0	10	0	136	1	0	2	0	0	2
418	143	103	272	260	.26241134751773	11	007804	2	1702	1653	12157.1	11807.1	11	1671	4	8	196	539	96	167	225	221	169	89	74	.14	2423.64819421	355635.935657	110010078042	0	32.9	57.68	48.18	6.13	40.13	59.87	43.18	6.21	2.29	-.64	5	0	144	0	1	0	1	0	0	0	90	262	78	2	266	123	22	29	187	6	0	1	74	0	1	.0212765957446809	.154524089306698	5	3	7.5	156.34920323855	1100	7.14285714285714	0	0	0	7.14285714285714	0	1100	85.7142857142857	35.7142857142857	0	16	8	18	45	26	54	115	532	129	0	0	7.14285714285714	0	681	24	21	35	23	88	68
419	123	146	183	228	.25678496868476	11	007808	4	1584	1501	13200	12508.3	8	1556	4	14	127	476	83	136	220	179	209	154	75	.12	2315.66213743	308400.382505	110010078084	0	26.33	36.71	66.27	5.77	45.52	54.48	38.07	0	1.62	.13	3	0	151	0	0	0	0	0	0	0	157	232	72	1	206	134	26	25	311	0	0	0	123	0	1	0	.138257575757576	6.5	3	7.5	132.664798652025	1350	0	0	0	0	0	0	1350	50	25	0	16	8	17	57	41	68	90	411	97	0	0	0	0	450	21	29	18	32	71	72
420	94	65	91	103	.313543599257885	11	007808	3	908	847	9080	8470	3	897	0	4	69	213	43	86	89	123	151	134	44	.1	2156.07539403	265732.102701	110010078083	0	18.58	35.86	74.28	3.04	43.5	56.5	31.06	0	.98	.77	8	0	0	0	0	0	0	0	0	0	104	223	20	3	97	80	6	10	262	5	0	0	169	0	0	.00927643784786642	.142070484581498	3	2	0	101.794364285843	1130	0	0	0	0	0	0	1130	30	80	0	6	4	6	33	16	33	48	194	44	0	0	0	0	125	7	11	11	9	17	23
421	100	83	208	205	.379110251450677	11	007808	2	1520	1672	10857.1	11942.9	11	1488	0	11	113	371	80	145	225	203	207	176	186	.14	2400.08870647	376217.781421	110010078082	0	19.8	35.28	62.11	1.75	42.89	57.11	31.84	8.33	1	-.08	7	0	0	1	2	0	2	0	0	0	125	281	38	0	206	92	8	17	275	12	0	1	196	0	0	.0251450676982592	.148026315789474	1	.5	3.5	140.388779854485	1542.85714285714	14.2857142857143	0	0	0	14.2857142857143	0	1542.85714285714	114.285714285714	50	0	8	4	8	40	22	35	94	413	128	0	0	14.2857142857143	0	295	9	6	17	17	41	35
422	38	51	44	65	.0896358543417367	11	007804	3	705	773	8812.5	9662.5	5	696	0	2	32	102	24	55	79	115	131	167	28	.08	2264.94739274	217365.992994	110010078043	0	7.39	15.24	72.32	7.98	45.53	54.47	19.01	0	-.12	1.14	4	0	0	0	1	0	1	0	0	0	105	182	14	0	54	44	4	6	300	2	0	0	32	0	0	.00560224089635854	.112056737588652	1	.5	1	348.690441693215	2450	12.5	0	0	0	12.5	0	2450	75	50	12.5	2	2	4	17	11	24	28	109	29	0	0	12.5	0	157	4	4	5	7	16	11
423	75	96	158	261	.288288288288288	11	009904	6	889	823	11112.5	10287.5	9	870	0	4	74	203	47	107	129	137	126	66	63	.08	2345.23063975	212159.247942	110010099046	0	6.94	28.07	45.88	0	42.52	57.48	31.16	0	.5	-.9	5	0	0	0	0	0	0	0	0	0	70	87	49	2	210	86	4	10	71	0	0	0	32	0	0	0	.173228346456693	0	0	1	145.564220346774	1275	0	0	0	0	0	0	1275	25	62.5	0	10	6	9	33	20	35	103	419	91	0	0	0	0	87	4	7	13	7	59	39
424	52	62	221	114	.0378378378378378	11	009903	5	771	716	9637.5	8950	0	761	0	2	33	120	21	54	83	123	117	220	18	.08	2262.41525772	212068.01375	110010099035	0	8.31	22.43	80.91	14.63	45.65	54.35	19.84	0	-.06	1.6	4	0	0	0	1	0	1	0	0	0	77	156	20	1	168	57	4	9	341	6	0	0	14	0	0	.0162162162162162	.0972762645914397	0	0	1	177.888399649575	1875	12.5	0	0	0	12.5	0	1875	87.5	50	0	6	3	4	14	13	25	61	335	75	0	0	12.5	0	111	3	6	9	9	15	26
