OBJECTID	UIDIS05	UIDIS06	MPDDIS05	MPDDIS06	VACANTPERCENT	STATE_FIPS	TRACT	BLKGRP	POP2000	POP2004	POP00_SQMI	POP04_SQMI	WHITE	BLACK	ASIAN	HISPANIC	AGE_UNDER5	AGE_5_17	AGE_18_21	AGE_22_29	AGE_30_39	AGE_40_49	AGE_50_64	AGE_65_UP	VACANT	SQMI	SHAPE_LENG	SHAPE_AREA	STFID	PSA	UNEMPL	POV	SAMEHOUSE	PROFMAN	MALE	FEMALE	YOUNGPOP	YOUNGUNEMP	CONCDIS	RESSTAB	PROSOCIAL	METRO_BG	PUBHOUSPT	REC_BG	OFFPREM_BG	ONPREM_BG	STORE_BG	NIGHT_BG	TAVERN_BG	REST_BG	PHYSDIS0506	PHYSDIS0203	AVGDV	SCH_BG	AVGMPDDIS	AVGUIDISOR	AVGADW0506	AVGADW0001	RESIDENTIALCOUNT	RETAILCOUNT	MOTELHOTELCOUNT	RECREATIONCOUNT	VACANTCOUNT	METRODUMMY	PUBHOUSINGDUMMY	COMRETAILPERCENT	RATE18_29	ADWWEEKEND	ADWNIGHTS	ADWWEEKNIGHT	INVMILEDIST	STREETLIGHTDENSI	OFF_SQMI	ON_SQMI	NIGHT_SQMI	TAVERN_SQMI	STORE_SQMI	REST_SQMI	STLIGHT_SQMI	BUSSTOP_SQMI	PROSO_SQMI	HOMLESS_SQMI	DVWEEKEND	DVENDNIGHT	DVWEEKNIGHT	UIWEEKNIGH	UIENDNIGHT	UIWEEKEND	MPDWEEKNIG	MPDWENDNIG	MPDWEEKEND	NO_SINGLES	NOTALLOWS_SQMI	ALLOWS_SQMI	PCTNOTALLOW	ARR_0506	ADW05	ADW06	ADW00	ADW01	DV05	DV06
334	154	241	238	269	.426356589147287	11	007401	1	1764	1821	3753.2	3874.5	5	1742	0	10	186	609	131	172	219	204	143	100	26	.47	5498.06429822	1260092.44418	110010074011	0	43.88	73.5	69.21	12.73	42.18	57.82	45.07	0	2.78	-.27	11	1	415	2	0	0	0	0	0	0	118	302	70	7	254	198	26	38	116	4	0	1	110	1	1	.0271317829457364	.171768707482993	6	3	7	230.124254023573	636.170212765957	0	0	0	0	0	0	636.170212765957	59.5744680851064	23.4042553191489	0	16	8	15	87	48	97	132	507	109	0	0	0	0	684	22	23	41	34	65	75
335	103	84	253	266	.129770992366412	11	007407	5	1634	1947	16340	19470	19	1581	7	22	164	398	100	197	240	214	191	130	126	.1	2531.8473294	270525.960613	110010074075	0	17.61	23.8	57.31	8.65	43.15	56.85	34.39	0	.65	-.2	4	0	0	0	2	0	2	0	0	0	142	358	45	0	260	94	12	22	400	6	0	0	68	0	0	.0114503816793893	.181762545899633	1.5	1	4	230.464487238567	1630	20	0	0	0	20	0	1630	150	40	10	10	2	10	34	15	33	120	519	146	0	0	20	0	332	10	13	23	21	40	50
336	14	17	68	76	.1875	11	009809	1	723	723	1225.4	1225.4	107	593	5	14	3	22	16	40	112	252	192	86	0	.59	5655.2727952	1499408.61867	110010098091	0	57.48	77.78	46.27	20	72.89	27.11	3.46	0	0	-1.12	0	1	26	0	0	0	0	0	0	0	13	27	4	0	72	16	8	6	9	0	0	0	3	1	1	0	.0774550484094053	1.5	.5	2	142.061444985088	140.677966101695	0	0	0	0	0	0	140.677966101695	15.2542372881356	0	0	0	0	2	16	1	6	51	144	29	0	0	0	0	222	3	0	3	8	1	8
337	79	119	164	155	.182926829268293	11	007401	2	1232	1198	20533.3	19966.7	9	1201	0	17	129	422	70	128	166	149	122	46	52	.06	2183.09592104	167212.935124	110010074012	0	9.72	34.08	55.93	5.05	41.8	58.2	44.72	0	1.32	-.72	3	0	0	0	1	0	1	0	0	0	43	129	40	0	160	99	13	23	129	1	0	0	30	0	0	.00609756097560976	.160714285714286	4.5	3	3	195.168907521857	1016.66666666667	16.6666666666667	0	0	0	16.6666666666667	0	1016.66666666667	66.6666666666667	50	0	14	8	7	42	24	41	74	319	91	0	0	16.6666666666667	0	193	9	10	24	22	47	34
338	155	196	448	449	.329842931937173	11	007406	4	3227	3822	23050	27300	5	3208	0	22	438	1107	239	424	400	310	215	94	93	.14	2600.35754559	369697.320124	110010074064	0	34	51.68	48.81	10.11	40.94	59.06	47.88	4.46	2.36	-.97	4	0	20	0	0	0	0	0	0	0	39	160	102	0	448	176	26	40	116	0	0	0	63	0	1	0	.20545398202665	7.5	5	3	145.700595327314	507.142857142857	0	0	0	0	0	0	507.142857142857	178.571428571429	28.5714285714286	0	25	14	14	77	51	96	209	897	246	0	0	0	0	337	14	23	49	32	115	89
339	203	221	506	492	.0386029411764706	11	007302	1	2022	1893	8425	7887.5	36	1932	10	23	151	455	110	200	262	353	330	161	399	.24	3444.53787113	600298.351199	110010073021	0	11.75	29.84	39.91	3.49	48.62	51.38	29.97	0	.8	-.66	2	0	0	0	2	1	2	1	0	0	292	508	74	1	499	212	23	34	504	14	0	1	21	0	0	.0257352941176471	.153313550939664	4.5	2	5	134.803344763133	1112.5	8.33333333333333	4.16666666666667	4.16666666666667	0	8.33333333333333	0	1112.5	75	8.33333333333333	4.16666666666667	19	12	11	91	53	99	255	998	253	0	0	8.33333333333333	0	414	16	23	32	37	87	62
340	31	18	119	102	.0156626506024096	11	008200	2	1717	1609	17170	16090	1507	114	31	50	32	51	17	618	398	201	288	112	122	.1	2548.45487821	251989.00465	110010082002	0	0	4.37	28.61	14.36	50.26	49.74	4.83	0	-1.04	-.91	8	0	0	0	2	4	2	0	1	2	75	84	9	1	110	24	0	0	718	12	0	3	13	0	0	.0614457831325301	.369831100757135	.5	.5	0	1249.75406645696	1900	20	40	0	10	20	20	1900	30	80	10	1	0	2	10	3	12	37	221	88	0	0	20	0	319	0	1	0	1	6	12
341	51	55	155	167	.0701298701298701	11	006001	1	2680	2832	11652.2	12313	696	1558	129	154	92	161	65	571	604	505	494	188	66	.23	3075.20049194	585691.408524	110010060011	0	8.65	12.92	32.13	7.12	52.2	47.8	9.44	0	-.36	-1.22	2	1	0	1	0	1	0	0	0	1	50	83	32	1	161	53	8	14	328	2	0	1	27	1	0	.025974025974026	.237313432835821	2.5	1.5	1	10395.6211738059	1269.5652173913	0	4.34782608695652	0	0	0	4.34782608695652	1269.5652173913	82.6086956521739	8.69565217391304	4.34782608695652	8	5	4	20	5	23	62	322	74	0	0	0	0	314	4	2	17	10	30	33
342	30	38	64	80	.036979969183359	11	006500	2	1527	1462	11746.2	11246.2	1251	172	58	46	52	71	16	421	364	201	272	130	107	.13	3067.88656901	350739.027406	110010065002	0	1.94	5.72	38.98	13.44	51.93	48.07	8.06	0	-.97	-.36	3	1	0	0	2	4	2	0	0	3	112	89	6	2	72	34	1	0	583	7	0	2	24	1	0	.0385208012326656	.286182056319581	0	0	0	1033.02870429258	1900	15.3846153846154	30.7692307692308	0	0	15.3846153846154	23.0769230769231	1900	61.5384615384615	23.0769230769231	7.69230769230769	1	0	2	12	10	16	24	144	54	1	7.69230769230769	7.69230769230769	50	100	1	2	0	1	6	6
343	101	79	331	262	.0473372781065089	11	007000	2	1047	1064	11633.3	11822.2	737	231	28	56	23	51	251	183	239	133	127	40	34	.09	2125.26129415	242062.088356	110010070002	0	2.56	16.16	24.18	11.09	64.95	35.05	7.07	9.68	-.7	-.87	6	0	0	0	1	15	1	0	4	11	140	122	14	1	296	90	7	11	352	63	0	0	24	0	0	.205128205128205	.414517669531996	1	1	1	2380.55729937453	2000	11.1111111111111	166.666666666667	0	44.4444444444444	11.1111111111111	122.222222222222	2000	144.444444444444	66.6666666666667	33.3333333333333	3	2	2	41	25	50	150	593	149	0	0	11.1111111111111	0	145	5	10	11	11	10	19
344	25	24	47	57	.0192307692307692	11	007000	3	1085	1033	15500	14757.1	760	265	23	48	31	64	30	253	246	175	207	79	51	.07	1831.89184621	178314.687216	110010070003	0	5.45	11.59	41.81	10.17	50.88	49.12	8.76	0	-.64	-.22	3	0	0	0	0	0	0	0	0	0	100	128	8	0	52	24	2	2	428	0	0	1	9	0	0	.00213675213675214	.260829493087558	.5	.5	0	1092.936440688	1657.14285714286	0	0	0	0	0	0	1657.14285714286	57.1428571428571	42.8571428571429	0	4	2	1	5	4	13	15	104	42	0	0	0	0	42	4	0	1	2	13	2
345	84	98	224	248	.0710900473933649	11	007100	1	1312	1261	26240	25220	120	1126	23	32	119	379	58	135	199	168	136	118	31	.05	1538.42249445	116222.227664	110010071001	0	20.19	41.18	36.44	13.24	47.26	52.74	37.96	0	1.5	-1.08	2	0	29	0	0	1	0	0	0	1	37	111	37	1	236	91	14	14	165	12	0	0	15	0	1	.0805687203791469	.147103658536585	5	2	3.5	654.109672010936	1400	0	20	0	0	0	20	1400	100	40	20	10	5	8	25	22	42	106	472	120	0	0	0	0	539	13	11	14	13	41	33
346	154	145	479	384	.392045454545455	11	007200	1	1825	1810	2807.7	2784.6	60	1732	7	22	129	436	89	124	248	250	268	281	66	.65	5365.50537609	1641563.11992	110010072001	0	31.29	62.08	59.86	17.38	44.71	55.29	30.96	4.23	1.66	-.63	9	1	69	2	3	8	3	6	1	0	132	386	24	4	432	150	16	60	120	43	0	4	207	1	1	.102272727272727	.116712328767123	5.5	3.5	.5	443.967395223257	850.769230769231	4.61538461538461	12.3076923076923	9.23076923076923	1.53846153846154	4.61538461538461	0	850.769230769231	40	13.8461538461538	0	6	3	6	43	52	79	160	863	200	0	0	4.61538461538461	0	817	15	13	54	66	28	19
347	124	147	499	474	.32258064516129	11	006002	1	608	812	10133.3	13533.3	7	586	2	8	59	253	30	49	91	49	47	30	17	.06	1688.50948711	166915.179811	110010060021	0	48.5	59.18	63.23	0	42.43	57.57	51.32	0	2.67	-.53	4	0	144	0	2	1	2	0	0	0	42	111	88	1	486	136	18	26	22	3	1	0	20	0	1	.0967741935483871	.129934210526316	5.5	3	4.5	650.222818839776	1366.66666666667	33.3333333333333	16.6666666666667	0	0	33.3333333333333	0	1366.66666666667	100	66.6666666666667	16.6666666666667	22	12	18	55	29	55	206	973	260	0	0	33.3333333333333	0	715	20	17	30	22	80	96
348	103	96	221	263	.0732984293193717	11	006400	1	1187	1155	16957.1	16500	42	1080	38	22	70	231	53	82	126	160	169	296	40	.07	1638.89885338	168200.632011	110010064001	0	14.24	50.25	68.6	3.69	38.84	61.16	25.36	2.78	.84	-.21	3	0	267	1	2	0	2	0	0	0	88	202	83	0	242	100	24	21	159	4	0	0	14	0	1	.031413612565445	.113732097725358	6.5	3.5	6	646.664565576881	1914.28571428571	28.5714285714286	0	0	0	28.5714285714286	0	1914.28571428571	57.1428571428571	42.8571428571429	14.2857142857143	22	12	15	26	37	61	106	484	125	0	0	28.5714285714286	0	644	16	26	21	21	75	91
349	121	153	415	377	.0119760479041916	11	008302	1	1956	1789	19560	17890	1083	784	31	60	89	166	38	384	477	308	268	226	65	.1	2372.69964605	260867.991857	110010083021	0	5.16	4.72	44.67	12.06	50.87	49.13	13.04	0	-.73	-.01	11	0	0	0	1	1	1	0	0	1	153	204	24	1	396	137	4	6	771	20	0	1	10	0	0	.0323353293413174	.215746421267894	.5	.5	2	1038.98375186672	2100	10	10	0	0	10	10	2100	180	110	10	6	6	4	71	21	60	216	792	194	0	0	10	0	194	12	9	8	4	26	22
350	41	35	98	86	.015180265654649	11	008301	2	1197	1145	19950	19083.3	835	295	31	36	38	56	17	336	285	190	170	105	36	.06	1725.41298247	164033.836477	110010083012	0	5.88	13.98	43.88	16.63	52.21	47.79	7.85	0	-.64	-.19	4	0	0	0	2	5	2	0	0	5	83	114	4	1	92	38	2	1	456	11	0	1	8	0	0	.0929791271347249	.294903926482874	.5	.5	0	2303.01366907305	2050	33.3333333333333	83.3333333333333	0	0	33.3333333333333	83.3333333333333	2050	33.3333333333333	66.6666666666667	0	2	2	0	29	7	17	35	184	65	0	0	33.3333333333333	0	135	2	4	0	2	4	5
351	40	39	142	102	.00711743772241993	11	008100	1	624	698	20800	23266.7	241	323	7	29	28	48	17	123	161	104	72	71	24	.03	1226.93336725	72933.486009	110010081001	0	7.16	8.8	47.59	16.48	51.92	48.08	12.18	33.33	-.62	-.05	1	0	0	0	0	0	0	0	0	0	69	64	4	0	122	40	2	2	271	3	0	0	2	0	0	.0142348754448399	.224358974358974	1	1	0	668.841174356655	1933.33333333333	0	0	0	0	0	0	1933.33333333333	33.3333333333333	33.3333333333333	0	0	0	1	15	9	29	63	244	53	0	0	0	0	23	1	2	1	2	3	4
352	46	30	118	53	.010482180293501	11	008100	2	1110	1248	22200	24960	649	401	24	24	44	66	47	208	328	163	148	106	56	.05	1433.13729281	126008.742601	110010081002	0	8.46	6.34	40.79	17.45	54.68	45.32	9.91	0	-.71	-.12	2	0	0	0	0	0	0	0	0	0	75	90	6	0	86	38	2	2	441	6	0	0	5	0	0	.0314465408805031	.22972972972973	.5	0	.5	614.214129850776	1980	0	0	0	0	0	0	1980	100	40	0	0	0	2	19	3	12	51	171	25	0	0	0	0	30	2	0	4	1	7	4
353	12	8	26	18	.00341296928327645	11	008200	1	788	772	26266.7	25733.3	687	62	14	29	28	27	8	219	204	97	164	41	28	.03	1217.29582042	88127.9402365	110010082001	0	2.39	.56	37.3	12.95	50.51	49.49	6.98	0	-1.08	-.35	1	0	0	0	0	0	0	0	0	0	42	39	0	0	22	10	0	0	278	3	0	0	1	0	0	.0136518771331058	.288071065989848	.5	.5	0	802.255370837734	2166.66666666667	0	0	0	0	0	0	2166.66666666667	66.6666666666667	33.3333333333333	0	0	0	0	2	3	5	9	44	7	0	0	0	0	19	0	1	1	0	0	0
354	17	21	27	29	.00909090909090909	11	008100	3	793	803	19825	20075	655	96	12	22	28	39	14	180	213	91	183	45	34	.04	1308.02009938	93315.454026	110010081003	0	3.46	3.89	36.05	16.89	50.69	49.31	8.45	0	-.92	-.37	1	0	0	0	0	0	0	0	0	0	48	60	4	0	28	19	0	0	315	0	0	0	3	0	0	.00606060606060606	.244640605296343	0	0	.5	684.459298195121	1975	0	0	0	0	0	0	1975	50	25	0	0	0	1	3	4	7	7	56	29	0	0	0	0	26	0	0	0	1	6	1
355	52	40	86	133	.0253807106598985	11	006600	1	1837	1758	15308.3	14650	1634	87	66	55	58	88	15	486	429	235	394	132	122	.12	2663.24096164	296213.024153	110010066001	0	1.76	5.23	42.05	9.7	50.41	49.59	7.95	0	-1	-.22	4	1	0	1	3	7	3	0	0	6	128	111	4	1	110	46	3	4	688	26	0	1	20	1	0	.0609137055837563	.272727272727273	0	0	0	1400.93583184465	1833.33333333333	25	58.3333333333333	0	0	25	50	1833.33333333333	91.6666666666667	33.3333333333333	0	1	0	0	16	10	23	49	219	65	0	0	25	0	174	2	4	1	6	7	1
356	38	21	29	56	.0136752136752137	11	006700	3	1345	1362	22416.7	22700	1116	153	39	52	48	67	27	274	309	207	320	93	46	.06	1705.84609241	167759.187169	110010067003	0	.57	2.43	44.66	9.06	50.63	49.37	8.55	0	-1.04	.06	1	0	0	0	1	0	1	0	0	0	118	94	2	0	42	30	0	1	553	3	0	0	8	0	0	.00854700854700855	.223791821561338	0	0	0	914.576363532616	2083.33333333333	16.6666666666667	0	0	0	16.6666666666667	0	2083.33333333333	50	16.6666666666667	0	0	0	0	9	5	15	19	85	30	0	0	16.6666666666667	0	39	0	0	1	1	2	1
357	21	7	36	28	.00959232613908873	11	006700	2	1134	1108	22680	22160	915	176	11	45	62	48	14	207	325	178	251	49	23	.05	1395.4905346	114819.277953	110010067002	0	.92	3.64	40.11	11.66	51.59	48.41	9.7	0	-1	-.13	0	0	0	0	1	0	1	0	0	0	53	82	4	0	32	14	1	0	410	1	0	0	4	0	0	.00239808153477218	.194885361552028	0	0	.5	956.759230756938	2020	20	0	0	0	20	0	2020	0	0	0	0	0	1	7	1	4	6	64	22	0	0	20	0	14	2	0	0	0	6	2
358	39	26	173	187	.0402144772117962	11	006500	1	895	871	14916.7	14516.7	772	60	27	24	21	29	8	298	182	118	172	67	111	.06	2182.30768524	145285.201469	110010065001	0	1.15	4.68	29.8	12.78	52.4	47.6	5.59	0	-1.03	-.91	6	1	0	0	3	18	3	1	4	11	47	68	1	1	180	32	2	2	274	47	1	2	15	1	0	.158176943699732	.341899441340782	1	0	.5	3094.04511629137	2000	50	300	16.6666666666667	66.6666666666667	50	183.333333333333	2000	33.3333333333333	100	33.3333333333333	0	0	0	14	9	22	96	360	77	1	16.6666666666667	33.3333333333333	33.3333333333333	104	3	2	2	1	1	1
359	27	21	48	36	.0340909090909091	11	006900	3	540	512	10800	10240	375	131	9	18	18	21	4	98	144	105	111	39	13	.05	1643.25898379	139019.005901	110010069003	0	0	4.77	29.5	19.69	51.3	48.7	7.22	0	-.94	-.43	4	0	0	1	0	0	0	0	0	0	69	85	4	1	42	24	2	3	300	6	0	0	12	0	0	.0880681818181818	.188888888888889	1	0	0	792.125216873743	2140	0	0	0	0	0	0	2140	20	80	0	1	1	2	16	6	11	28	84	13	0	0	0	0	63	2	2	1	5	5	2
360	53	33	70	73	.0166666666666667	11	007903	2	597	676	19900	22533.3	8	575	0	9	23	115	23	28	79	104	101	124	48	.03	1319.38713031	83798.6714365	110010079032	0	16.8	13.76	56.59	9.13	44.39	55.61	23.12	0	.23	.54	3	0	0	0	0	0	0	0	0	0	89	214	22	1	72	43	8	6	235	0	0	0	4	0	0	0	.085427135678392	1	1	3	402.711708939224	2066.66666666667	0	0	0	0	0	0	2066.66666666667	0	100	0	6	3	6	14	8	19	31	143	41	0	0	0	0	365	7	7	7	6	22	22
361	71	104	328	275	.196923076923077	11	007708	2	1328	1252	4579.3	4317.2	14	1297	1	5	97	259	52	122	228	214	229	127	94	.29	4483.1663952	727355.767158	110010077082	0	6.61	24.98	49.38	13.97	43.3	56.7	26.81	0	.54	-.47	5	0	0	0	0	0	0	0	0	0	103	319	58	0	302	88	4	7	250	0	0	0	64	0	0	.00307692307692308	.131024096385542	.5	.5	.5	166.765934541775	620.689655172414	0	0	0	0	0	0	620.689655172414	10.3448275862069	17.2413793103448	0	12	6	8	23	31	43	182	603	120	0	0	0	0	178	6	4	9	5	58	57
362	21	22	65	48	.0182481751824818	11	006802	2	671	642	22366.7	21400	80	574	1	6	33	92	31	71	111	121	110	102	29	.03	1481.60331331	85656.6693965	110010068022	0	1.58	23.89	59.28	13.64	44.41	55.59	18.63	0	.21	.58	1	0	0	0	0	0	0	0	0	0	58	132	18	0	56	22	2	6	261	0	0	0	5	0	0	0	.152011922503726	.5	.5	.5	368.224318929515	2400	0	0	0	0	0	0	2400	33.3333333333333	33.3333333333333	0	2	2	6	11	7	12	25	113	36	0	0	0	0	70	1	2	7	6	21	14
363	40	34	84	119	.0465116279069767	11	006900	2	678	671	11300	11183.3	265	375	17	33	25	57	12	101	156	123	114	90	14	.06	1655.95022794	161032.686237	110010069002	0	12.14	20.61	72.21	13.64	53.69	46.31	12.09	0	-.24	1.05	2	1	0	0	1	2	1	0	1	1	76	91	10	0	102	37	2	5	293	24	0	0	18	1	0	.0981912144702842	.166666666666667	.5	0	.5	737.636144640671	1766.66666666667	16.6666666666667	33.3333333333333	0	16.6666666666667	16.6666666666667	16.6666666666667	1766.66666666667	83.3333333333333	33.3333333333333	16.6666666666667	2	2	4	20	7	13	76	203	43	0	0	16.6666666666667	0	150	1	4	5	5	10	11
364	19	16	106	111	.0346020761245675	11	006802	3	606	602	20200	20066.7	101	483	8	8	28	81	14	47	117	119	102	98	20	.03	1399.70313453	90735.0840765	110010068023	0	12.13	27.32	49.71	11.99	47.52	52.48	17.99	0	.11	.34	1	0	0	0	0	0	0	0	0	0	47	128	15	0	108	18	4	2	236	3	0	0	10	0	0	.0173010380622837	.100660066006601	.5	.5	.5	538.235140334705	2566.66666666667	0	0	0	0	0	0	2566.66666666667	133.333333333333	33.3333333333333	0	6	3	3	10	5	6	51	217	85	0	0	0	0	71	2	2	2	2	19	11
365	57	20	157	99	.0727969348659004	11	007100	2	583	541	14575	13525	84	443	25	29	39	80	23	70	94	130	93	54	27	.04	1612.55334769	108652.547099	110010071002	0	10.49	11.07	53.11	2.51	47.17	52.83	20.41	0	-.06	.17	3	0	0	0	2	1	2	0	0	1	72	95	12	1	128	38	1	4	203	12	0	0	19	0	0	.0919540229885057	.159519725557461	0	0	.5	1230.0156000277	2025	50	25	0	0	50	25	2025	100	75	0	4	2	2	20	5	11	72	256	45	0	0	50	0	113	1	2	8	1	10	15
366	69	68	150	172	.213709677419355	11	007100	3	923	875	4615	4375	37	848	9	21	116	252	45	107	163	116	83	41	43	.2	3273.35677445	506425.323289	110010071003	0	16.83	60.02	47.73	15.65	45.94	54.06	39.87	0	1.97	-.67	2	0	6	0	0	0	0	0	0	0	50	141	57	0	161	68	11	10	185	0	0	0	53	0	1	.0120967741935484	.164680390032503	.5	.5	2	344.916840865348	655	0	0	0	0	0	0	655	20	10	0	12	5	10	32	17	30	68	322	84	0	0	0	0	276	8	17	11	8	58	56
367	91	123	212	264	.0486322188449848	11	007601	5	941	891	3619.2	3426.9	28	901	1	6	52	200	80	63	115	162	126	143	29	.26	4215.72075596	693624.210739	110010076015	0	29.69	32.95	64.2	12.59	48.46	51.54	26.78	0	.57	.73	3	0	0	1	0	0	0	0	0	0	113	281	48	1	238	107	10	16	278	10	0	0	16	0	0	.0425531914893617	.151965993623804	2	1	2.5	256.57000916074	723.076923076923	0	0	0	0	0	0	723.076923076923	3.84615384615385	11.5384615384615	3.84615384615385	8	4	7	51	30	46	144	476	97	0	0	0	0	379	11	10	12	20	52	45
368	124	127	316	291	.037593984962406	11	007601	4	1792	1734	22400	21675	32	1734	0	27	128	301	102	204	265	293	303	196	141	.08	1936.8038482	199404.948671	110010076014	0	18.72	16.7	59.05	10.92	45.42	54.58	23.94	5.77	.41	-.05	4	0	0	0	0	0	0	0	0	0	230	470	90	1	304	126	15	16	380	0	0	0	15	0	0	0	.170758928571429	4	3	1	250.930279308967	2175	0	0	0	0	0	0	2175	50	50	0	24	16	14	67	37	63	154	607	143	0	0	0	0	442	13	13	18	15	90	89
369	90	79	239	197	.0272572402044293	11	008001	2	1320	1288	22000	21466.7	162	1104	8	33	67	213	40	146	239	230	229	156	73	.06	1712.33755373	162056.629375	110010080012	0	10.56	22.08	59	7.62	49.02	50.98	21.21	20.41	.03	.45	7	0	0	0	0	0	0	0	0	0	157	285	22	3	218	84	3	10	541	5	0	0	16	0	0	.00851788756388416	.140909090909091	0	0	1.5	607.618447199134	2133.33333333333	0	0	0	0	0	0	2133.33333333333	33.3333333333333	116.666666666667	0	6	2	5	37	24	43	104	436	146	0	0	0	0	76	4	5	10	9	28	17
370	69	52	156	160	.0121457489878543	11	007901	3	1057	922	26425	23050	10	1031	6	4	90	216	44	121	145	173	140	128	68	.04	1230.85889867	92635.4282395	110010079013	0	12.81	29.58	64.51	2.59	41.72	58.28	28.95	0	.64	.1	2	0	0	0	1	0	1	0	0	0	105	219	41	0	158	60	13	14	239	1	0	0	3	0	0	.00404858299595142	.156102175969726	2.5	.5	2.5	791.973502020373	775	25	0	0	0	25	0	775	125	50	0	12	4	8	23	20	28	79	316	76	0	0	25	0	252	12	15	11	17	51	31
371	38	59	148	177	.0178571428571429	11	007901	2	833	869	20825	21725	5	818	3	5	56	148	39	77	117	131	131	134	89	.04	1228.89528155	94899.274943	110010079012	0	10.61	11.48	59	5	45.86	54.14	24.49	0	.24	.35	0	0	0	0	2	0	2	0	0	0	130	210	40	0	162	48	11	9	262	5	0	0	5	0	0	.0178571428571429	.139255702280912	3	1.5	3	3262.80991721018	900	50	0	0	0	50	0	900	50	0	0	10	4	6	15	9	19	82	325	77	0	0	50	0	110	16	11	10	8	46	35
372	29	20	67	56	.0101351351351351	11	008001	3	619	594	20633.3	19800	92	513	7	5	27	93	23	66	113	109	89	99	39	.03	1421.95659206	76859.2443175	110010080013	0	7.59	4.02	64.95	11.73	49.43	50.57	19.39	0	-.22	.83	1	0	0	0	0	0	0	0	0	0	114	164	6	0	62	24	2	5	283	1	0	0	3	0	0	.00675675675675676	.143780290791599	1	1	0	569.552465790259	1933.33333333333	0	0	0	0	0	0	1933.33333333333	200	33.3333333333333	0	0	0	1	9	4	6	37	123	18	0	0	0	0	47	0	1	4	6	5	6
373	120	81	251	289	.0204342273307791	11	008002	3	1822	1751	15183.3	14591.7	649	1110	16	35	90	212	43	281	377	335	286	198	89	.12	3421.93818118	304614.138491	110010080023	0	4.04	7.81	50.51	11.09	49.07	50.93	16.58	0	-.44	.23	13	0	0	0	2	0	2	0	0	0	212	330	32	3	270	100	8	15	740	6	0	0	16	0	0	.00766283524904215	.177826564215148	1	1	3	650.028798811521	1300	16.6666666666667	0	0	0	16.6666666666667	0	1300	58.3333333333333	108.333333333333	8.33333333333333	6	2	5	33	23	44	138	540	137	1	8.33333333333333	8.33333333333333	50	128	5	11	15	15	31	32
374	81	61	337	335	.0499108734402852	11	008002	1	1282	1213	12820	12130	147	1105	4	13	65	173	49	204	227	255	182	127	52	.1	2682.66947635	273479.320216	110010080021	0	13.82	21.33	51.47	6.68	47.19	52.81	18.56	25.93	.14	-.25	3	0	0	0	2	0	2	0	0	0	151	277	17	1	336	71	10	14	494	7	0	0	28	0	0	.0124777183600713	.197347893915757	3.5	.5	1	442.1849467831	1240	20	0	0	0	20	0	1240	110	30	0	5	2	3	24	17	34	214	672	150	0	0	20	0	154	5	10	10	17	20	14
375	44	36	67	73	.0231660231660232	11	006700	1	1064	1012	17733.3	16866.7	528	477	10	42	37	84	14	194	263	179	179	114	24	.06	1551.90308219	145689.34397	110010067001	0	1.33	9.25	47.09	4.18	51.22	48.78	11.37	0	-.66	.09	3	0	0	0	0	1	0	0	0	1	86	107	8	0	70	40	1	4	457	4	0	0	12	0	0	.00772200772200772	.195488721804511	.5	.5	0	636.397758601601	1716.66666666667	0	16.6666666666667	0	0	0	16.6666666666667	1716.66666666667	83.3333333333333	50	0	2	2	2	17	15	21	39	140	37	0	0	0	0	72	2	5	2	5	8	8
376	29	58	247	344	.0802675585284281	11	006801	2	608	573	15200	14325	44	550	2	7	27	101	19	64	104	99	100	94	53	.04	1257.08371307	90735.133489	110010068012	0	13.9	30.67	55.99	16.54	43.91	56.09	21.05	0	.55	.11	3	0	0	0	3	0	3	0	0	0	105	122	16	1	296	44	4	6	235	6	0	0	24	0	0	.020066889632107	.136513157894737	1	.5	1	937.460866789349	2000	75	0	0	0	75	0	2000	50	75	0	2	0	3	17	13	25	178	591	142	0	0	75	0	107	3	4	7	4	15	18
377	90	67	178	144	.037280701754386	11	006801	1	1389	1344	23150	22400	67	1297	6	13	57	232	65	138	215	243	236	203	123	.06	1656.1858686	155128.389883	110010068011	0	18.47	21.5	65.11	12.55	51.12	48.88	20.81	25.23	.14	.6	0	0	0	0	0	0	0	0	0	0	101	145	32	0	161	78	6	8	421	0	0	0	17	0	0	0	.146148308135349	2	0	2	387.734291229631	2033.33333333333	0	0	0	0	0	0	2033.33333333333	100	0	16.6666666666667	9	4	8	22	18	29	66	322	95	0	0	0	0	128	8	7	10	5	29	36
378	18	15	71	63	.027027027027027	11	006900	1	636	597	15900	14925	132	486	6	17	26	45	20	65	97	116	139	128	31	.04	1381.15202906	110208.995176	110010069001	0	15.13	26.72	50.4	21.27	53.14	46.86	11.16	0	.02	-.06	3	0	21	1	1	0	1	0	0	0	60	103	10	1	67	16	4	3	213	9	0	0	7	0	1	.0347490347490347	.133647798742138	1	1	1	1019.460605893	1825	25	0	0	0	25	0	1825	0	75	0	2	0	1	9	2	8	33	134	30	0	0	25	0	90	7	6	3	3	10	9
